year,from_country,to_country,points
2022,Austria,Romania,0
2022,Austria,Belgium,0
2022,Austria,Armenia,6
2022,Austria,Finland,0
2022,Austria,Czech Republic,0
2022,Austria,Iceland,0
2022,Austria,France,0
2022,Austria,Germany,2
2023,Austria,Sweden,14
2023,Austria,Finland,20
2023,Austria,Israel,1
2023,Austria,Italy,20
2023,Austria,Norway,7
2023,Austria,Ukraine,5
2023,Austria,Belgium,3
2023,Austria,Estonia,0
2023,Austria,Australia,0
2023,Austria,Czech Republic,5
2023,Austria,Lithuania,7
2023,Austria,Cyprus,2
2023,Austria,Croatia,10
2023,Austria,Armenia,1
2023,Austria,Austria,0
2023,Austria,France,0
2023,Austria,Spain,0
2023,Austria,Moldova,0
2023,Austria,Poland,0
2023,Austria,Switzerland,6
2023,Austria,Slovenia,6
2023,Austria,Albania,3
2023,Austria,Portugal,0
2023,Austria,Serbia,0
2023,Austria,United Kingdom,0
2023,Austria,Germany,6
2015,Australia,Sweden,12
2015,Australia,Russia,10
2015,Australia,Italy,8
2015,Australia,Belgium,6
2015,Australia,Australia,0
2015,Australia,Latvia,7
2015,Australia,Estonia,3
2015,Australia,Norway,4
2015,Australia,Israel,2
2015,Australia,Serbia,5
2015,Australia,Georgia,1
2015,Australia,Azerbaijan,0
2015,Australia,Montenegro,0
2015,Australia,Slovenia,0
2015,Australia,Romania,0
2015,Australia,Armenia,0
2015,Australia,Albania,0
2015,Australia,Lithuania,0
2015,Australia,Greece,0
2015,Australia,Hungary,0
2015,Australia,Spain,0
2015,Australia,Cyprus,0
2015,Australia,Poland,0
2015,Australia,United Kingdom,0
2015,Australia,France,0
2015,Australia,Austria,0
2015,Australia,Germany,0
2016,Australia,Ukraine,10
2016,Australia,Australia,0
2016,Australia,Russia,5
2016,Australia,Bulgaria,18
2016,Australia,Sweden,0
2016,Australia,France,13
2016,Australia,Armenia,0
2016,Australia,Poland,0
2016,Australia,Lithuania,8
2016,Australia,Belgium,24
2016,Australia,Netherlands,3
2016,Australia,Malta,6
2016,Australia,Austria,3
2016,Australia,Israel,10
2016,Australia,Latvia,0
2016,Australia,Italy,0
2016,Australia,Azerbaijan,0
2016,Australia,Serbia,0
2016,Australia,Hungary,0
2016,Australia,Georgia,0
2016,Australia,Cyprus,0
2016,Australia,Spain,7
2016,Australia,Croatia,1
2016,Australia,United Kingdom,8
2016,Australia,Czech Republic,0
2016,Australia,Germany,0
2017,Australia,Portugal,14
2017,Australia,Bulgaria,13
2017,Australia,Moldova,22
2017,Australia,Belgium,4
2017,Australia,Sweden,12
2017,Australia,Italy,2
2017,Australia,Romania,10
2017,Australia,Hungary,0
2017,Australia,Australia,0
2017,Australia,Norway,0
2017,Australia,Netherlands,4
2017,Australia,France,0
2017,Australia,Croatia,1
2017,Australia,Azerbaijan,0
2017,Australia,United Kingdom,15
2017,Australia,Austria,3
2017,Australia,Belarus,0
2017,Australia,Armenia,1
2017,Australia,Greece,0
2017,Australia,Denmark,13
2017,Australia,Cyprus,0
2017,Australia,Poland,2
2017,Australia,Israel,0
2017,Australia,Ukraine,0
2017,Australia,Germany,0
2017,Australia,Spain,0
2018,Australia,Israel,18
2018,Australia,Cyprus,7
2018,Australia,Austria,5
2018,Australia,Germany,12
2018,Australia,Italy,0
2018,Australia,Czech Republic,4
2018,Australia,Sweden,12
2018,Australia,Estonia,8
2018,Australia,Denmark,10
2018,Australia,Moldova,7
2018,Australia,Albania,0
2018,Australia,Lithuania,3
2018,Australia,France,0
2018,Australia,Bulgaria,0
2018,Australia,Norway,1
2018,Australia,Republic of Ireland,12
2018,Australia,Ukraine,0
2018,Australia,Netherlands,0
2018,Australia,Serbia,0
2018,Australia,Australia,0
2018,Australia,Hungary,0
2018,Australia,Slovenia,0
2018,Australia,Spain,7
2018,Australia,United Kingdom,6
2018,Australia,Finland,4
2018,Australia,Portugal,0
2019,Australia,Netherlands,12
2019,Australia,Italy,5
2019,Australia,Russia,4
2019,Australia,Switzerland,7
2019,Australia,Sweden,20
2019,Australia,Norway,12
2019,Australia,North Macedonia,7
2019,Australia,Azerbaijan,3
2019,Australia,Australia,0
2019,Australia,Iceland,18
2019,Australia,Czech Republic,7
2019,Australia,Denmark,0
2019,Australia,Cyprus,0
2019,Australia,Malta,4
2019,Australia,Slovenia,0
2019,Australia,France,13
2019,Australia,Albania,0
2019,Australia,Serbia,1
2019,Australia,San Marino,0
2019,Australia,Estonia,0
2019,Australia,Greece,0
2019,Australia,Spain,0
2019,Australia,Israel,0
2019,Australia,Belarus,0
2019,Australia,Germany,3
2019,Australia,United Kingdom,0
2021,Australia,Italy,13
2021,Australia,France,11
2021,Australia,Switzerland,15
2021,Australia,Iceland,20
2021,Australia,Ukraine,15
2021,Australia,Finland,3
2021,Australia,Malta,20
2021,Australia,Lithuania,6
2021,Australia,Russia,1
2021,Australia,Greece,0
2021,Australia,Bulgaria,2
2021,Australia,Portugal,0
2021,Australia,Moldova,0
2021,Australia,Sweden,0
2021,Australia,Serbia,2
2021,Australia,Cyprus,4
2021,Australia,Israel,0
2021,Australia,Norway,1
2021,Australia,Belgium,0
2021,Australia,Azerbaijan,0
2021,Australia,Albania,0
2021,Australia,San Marino,0
2021,Australia,Netherlands,3
2021,Australia,Spain,0
2021,Australia,Germany,0
2021,Australia,United Kingdom,0
2022,Australia,Ukraine,19
2022,Australia,United Kingdom,7
2022,Australia,Spain,18
2022,Australia,Sweden,15
2022,Australia,Serbia,16
2022,Australia,Italy,4
2022,Australia,Moldova,4
2022,Australia,Greece,0
2022,Australia,Portugal,6
2022,Australia,Norway,10
2022,Australia,Netherlands,0
2022,Australia,Poland,3
2022,Australia,Estonia,1
2022,Australia,Lithuania,2
2022,Australia,Australia,0
2022,Australia,Azerbaijan,2
2022,Australia,Switzerland,0
2022,Australia,Romania,0
2022,Australia,Belgium,5
2022,Australia,Armenia,0
2022,Australia,Finland,0
2022,Australia,Czech Republic,4
2022,Australia,Iceland,0
2022,Australia,France,0
2022,Australia,Germany,0
2023,Australia,Sweden,17
2023,Australia,Finland,17
2023,Australia,Israel,5
2023,Australia,Italy,1
2023,Australia,Norway,6
2023,Australia,Ukraine,0
2023,Australia,Belgium,15
2023,Australia,Estonia,8
2023,Australia,Australia,0
2023,Australia,Czech Republic,0
2023,Australia,Lithuania,10
2023,Australia,Cyprus,11
2023,Australia,Croatia,4
2023,Australia,Armenia,0
2023,Australia,Austria,13
2023,Australia,France,2
2023,Australia,Spain,4
2023,Australia,Moldova,0
2023,Australia,Poland,0
2023,Australia,Switzerland,0
2023,Australia,Slovenia,1
2023,Australia,Albania,0
2023,Australia,Portugal,2
2023,Australia,Serbia,0
2023,Australia,United Kingdom,0
2023,Australia,Germany,0
2009,Azerbaijan,Norway,8
2009,Azerbaijan,Iceland,0
2009,Azerbaijan,Azerbaijan,0
2009,Azerbaijan,Turkey,12
2009,Azerbaijan,United Kingdom,0
2009,Azerbaijan,Estonia,4
2009,Azerbaijan,Greece,0
2009,Azerbaijan,France,0
2009,Azerbaijan,Bosnia and Herzegovina,2
2009,Azerbaijan,Armenia,0
2009,Azerbaijan,Russia,6
2009,Azerbaijan,Ukraine,10
2009,Azerbaijan,Denmark,0
2009,Azerbaijan,Moldova,7
2009,Azerbaijan,Portugal,0
2009,Azerbaijan,Israel,0
2009,Azerbaijan,Albania,0
2009,Azerbaijan,Croatia,5
2009,Azerbaijan,Romania,3
2009,Azerbaijan,Germany,0
2009,Azerbaijan,Sweden,0
2009,Azerbaijan,Malta,0
2009,Azerbaijan,Lithuania,1
2009,Azerbaijan,Spain,0
2009,Azerbaijan,Finland,0
2010,Azerbaijan,Germany,1
2010,Azerbaijan,Turkey,12
2010,Azerbaijan,Romania,7
2010,Azerbaijan,Denmark,4
2010,Azerbaijan,Azerbaijan,0
2010,Azerbaijan,Belgium,0
2010,Azerbaijan,Armenia,0
2010,Azerbaijan,Greece,0
2010,Azerbaijan,Georgia,8
2010,Azerbaijan,Ukraine,10
2010,Azerbaijan,Russia,3
2010,Azerbaijan,France,0
2010,Azerbaijan,Serbia,0
2010,Azerbaijan,Israel,5
2010,Azerbaijan,Spain,0
2010,Azerbaijan,Albania,0
2010,Azerbaijan,Bosnia and Herzegovina,0
2010,Azerbaijan,Portugal,0
2010,Azerbaijan,Iceland,0
2010,Azerbaijan,Norway,0
2010,Azerbaijan,Cyprus,0
2010,Azerbaijan,Moldova,6
2010,Azerbaijan,Republic of Ireland,0
2010,Azerbaijan,Belarus,0
2010,Azerbaijan,United Kingdom,2
2011,Azerbaijan,Azerbaijan,0
2011,Azerbaijan,Italy,1
2011,Azerbaijan,Sweden,3
2011,Azerbaijan,Ukraine,12
2011,Azerbaijan,Denmark,0
2011,Azerbaijan,Bosnia and Herzegovina,0
2011,Azerbaijan,Greece,8
2011,Azerbaijan,Republic of Ireland,0
2011,Azerbaijan,Georgia,10
2011,Azerbaijan,Germany,0
2011,Azerbaijan,United Kingdom,5
2011,Azerbaijan,Moldova,7
2011,Azerbaijan,Slovenia,0
2011,Azerbaijan,Serbia,0
2011,Azerbaijan,France,0
2011,Azerbaijan,Russia,4
2011,Azerbaijan,Romania,6
2011,Azerbaijan,Austria,0
2011,Azerbaijan,Lithuania,0
2011,Azerbaijan,Iceland,0
2011,Azerbaijan,Finland,0
2011,Azerbaijan,Hungary,2
2011,Azerbaijan,Spain,0
2011,Azerbaijan,Estonia,0
2011,Azerbaijan,Switzerland,0
2012,Azerbaijan,Sweden,7
2012,Azerbaijan,Russia,10
2012,Azerbaijan,Serbia,0
2012,Azerbaijan,Azerbaijan,0
2012,Azerbaijan,Albania,0
2012,Azerbaijan,Estonia,0
2012,Azerbaijan,Turkey,12
2012,Azerbaijan,Germany,0
2012,Azerbaijan,Italy,0
2012,Azerbaijan,Spain,0
2012,Azerbaijan,Moldova,0
2012,Azerbaijan,Romania,6
2012,Azerbaijan,North Macedonia,0
2012,Azerbaijan,Lithuania,4
2012,Azerbaijan,Ukraine,3
2012,Azerbaijan,Cyprus,2
2012,Azerbaijan,Greece,5
2012,Azerbaijan,Bosnia and Herzegovina,0
2012,Azerbaijan,Republic of Ireland,1
2012,Azerbaijan,Iceland,0
2012,Azerbaijan,Malta,8
2012,Azerbaijan,France,0
2012,Azerbaijan,Denmark,0
2012,Azerbaijan,Hungary,0
2012,Azerbaijan,United Kingdom,0
2012,Azerbaijan,Norway,0
2013,Azerbaijan,Denmark,5
2013,Azerbaijan,Azerbaijan,0
2013,Azerbaijan,Ukraine,12
2013,Azerbaijan,Norway,2
2013,Azerbaijan,Russia,0
2013,Azerbaijan,Greece,4
2013,Azerbaijan,Italy,0
2013,Azerbaijan,Malta,8
2013,Azerbaijan,Netherlands,0
2013,Azerbaijan,Hungary,0
2013,Azerbaijan,Moldova,1
2013,Azerbaijan,Belgium,0
2013,Azerbaijan,Romania,6
2013,Azerbaijan,Sweden,0
2013,Azerbaijan,Georgia,10
2013,Azerbaijan,Belarus,7
2013,Azerbaijan,Iceland,0
2013,Azerbaijan,Armenia,0
2013,Azerbaijan,United Kingdom,0
2013,Azerbaijan,Estonia,0
2013,Azerbaijan,Germany,0
2013,Azerbaijan,Lithuania,3
2013,Azerbaijan,France,0
2013,Azerbaijan,Finland,0
2013,Azerbaijan,Spain,0
2013,Azerbaijan,Republic of Ireland,0
2014,Azerbaijan,Austria,1
2014,Azerbaijan,Netherlands,0
2014,Azerbaijan,Sweden,0
2014,Azerbaijan,Armenia,0
2014,Azerbaijan,Hungary,8
2014,Azerbaijan,Ukraine,10
2014,Azerbaijan,Russia,12
2014,Azerbaijan,Norway,0
2014,Azerbaijan,Denmark,0
2014,Azerbaijan,Spain,0
2014,Azerbaijan,Finland,0
2014,Azerbaijan,Romania,6
2014,Azerbaijan,Switzerland,0
2014,Azerbaijan,Poland,2
2014,Azerbaijan,Iceland,0
2014,Azerbaijan,Belarus,7
2014,Azerbaijan,United Kingdom,0
2014,Azerbaijan,Germany,0
2014,Azerbaijan,Montenegro,0
2014,Azerbaijan,Greece,4
2014,Azerbaijan,Italy,0
2014,Azerbaijan,Azerbaijan,0
2014,Azerbaijan,Malta,5
2014,Azerbaijan,San Marino,3
2014,Azerbaijan,Slovenia,0
2014,Azerbaijan,France,0
2015,Azerbaijan,Sweden,6
2015,Azerbaijan,Russia,12
2015,Azerbaijan,Italy,8
2015,Azerbaijan,Belgium,0
2015,Azerbaijan,Australia,0
2015,Azerbaijan,Latvia,5
2015,Azerbaijan,Estonia,4
2015,Azerbaijan,Norway,0
2015,Azerbaijan,Israel,7
2015,Azerbaijan,Serbia,0
2015,Azerbaijan,Georgia,10
2015,Azerbaijan,Azerbaijan,0
2015,Azerbaijan,Montenegro,2
2015,Azerbaijan,Slovenia,3
2015,Azerbaijan,Romania,0
2015,Azerbaijan,Armenia,0
2015,Azerbaijan,Albania,0
2015,Azerbaijan,Lithuania,0
2015,Azerbaijan,Greece,0
2015,Azerbaijan,Hungary,0
2015,Azerbaijan,Spain,1
2015,Azerbaijan,Cyprus,0
2015,Azerbaijan,Poland,0
2015,Azerbaijan,United Kingdom,0
2015,Azerbaijan,France,0
2015,Azerbaijan,Austria,0
2015,Azerbaijan,Germany,0
2016,Azerbaijan,Ukraine,20
2016,Azerbaijan,Australia,9
2016,Azerbaijan,Russia,24
2016,Azerbaijan,Bulgaria,16
2016,Azerbaijan,Sweden,0
2016,Azerbaijan,France,4
2016,Azerbaijan,Armenia,0
2016,Azerbaijan,Poland,5
2016,Azerbaijan,Lithuania,5
2016,Azerbaijan,Belgium,0
2016,Azerbaijan,Netherlands,0
2016,Azerbaijan,Malta,11
2016,Azerbaijan,Austria,0
2016,Azerbaijan,Israel,9
2016,Azerbaijan,Latvia,0
2016,Azerbaijan,Italy,0
2016,Azerbaijan,Azerbaijan,0
2016,Azerbaijan,Serbia,0
2016,Azerbaijan,Hungary,11
2016,Azerbaijan,Georgia,1
2016,Azerbaijan,Cyprus,0
2016,Azerbaijan,Spain,1
2016,Azerbaijan,Croatia,0
2016,Azerbaijan,United Kingdom,0
2016,Azerbaijan,Czech Republic,0
2016,Azerbaijan,Germany,0
2017,Azerbaijan,Portugal,16
2017,Azerbaijan,Bulgaria,14
2017,Azerbaijan,Moldova,20
2017,Azerbaijan,Belgium,4
2017,Azerbaijan,Sweden,3
2017,Azerbaijan,Italy,6
2017,Azerbaijan,Romania,5
2017,Azerbaijan,Hungary,7
2017,Azerbaijan,Australia,0
2017,Azerbaijan,Norway,0
2017,Azerbaijan,Netherlands,0
2017,Azerbaijan,France,5
2017,Azerbaijan,Croatia,1
2017,Azerbaijan,Azerbaijan,0
2017,Azerbaijan,United Kingdom,0
2017,Azerbaijan,Austria,0
2017,Azerbaijan,Belarus,12
2017,Azerbaijan,Armenia,0
2017,Azerbaijan,Greece,5
2017,Azerbaijan,Denmark,0
2017,Azerbaijan,Cyprus,0
2017,Azerbaijan,Poland,6
2017,Azerbaijan,Israel,5
2017,Azerbaijan,Ukraine,7
2017,Azerbaijan,Germany,0
2017,Azerbaijan,Spain,0
2018,Azerbaijan,Israel,13
2018,Azerbaijan,Cyprus,14
2018,Azerbaijan,Austria,0
2018,Azerbaijan,Germany,5
2018,Azerbaijan,Italy,5
2018,Azerbaijan,Czech Republic,6
2018,Azerbaijan,Sweden,2
2018,Azerbaijan,Estonia,3
2018,Azerbaijan,Denmark,0
2018,Azerbaijan,Moldova,11
2018,Azerbaijan,Albania,12
2018,Azerbaijan,Lithuania,0
2018,Azerbaijan,France,0
2018,Azerbaijan,Bulgaria,6
2018,Azerbaijan,Norway,7
2018,Azerbaijan,Republic of Ireland,0
2018,Azerbaijan,Ukraine,14
2018,Azerbaijan,Netherlands,0
2018,Azerbaijan,Serbia,10
2018,Azerbaijan,Australia,0
2018,Azerbaijan,Hungary,8
2018,Azerbaijan,Slovenia,0
2018,Azerbaijan,Spain,0
2018,Azerbaijan,United Kingdom,0
2018,Azerbaijan,Finland,0
2018,Azerbaijan,Portugal,0
2019,Azerbaijan,Netherlands,7
2019,Azerbaijan,Italy,11
2019,Azerbaijan,Russia,24
2019,Azerbaijan,Switzerland,8
2019,Azerbaijan,Sweden,0
2019,Azerbaijan,Norway,1
2019,Azerbaijan,North Macedonia,11
2019,Azerbaijan,Azerbaijan,0
2019,Azerbaijan,Australia,2
2019,Azerbaijan,Iceland,0
2019,Azerbaijan,Czech Republic,0
2019,Azerbaijan,Denmark,0
2019,Azerbaijan,Cyprus,3
2019,Azerbaijan,Malta,14
2019,Azerbaijan,Slovenia,4
2019,Azerbaijan,France,0
2019,Azerbaijan,Albania,7
2019,Azerbaijan,Serbia,0
2019,Azerbaijan,San Marino,10
2019,Azerbaijan,Estonia,0
2019,Azerbaijan,Greece,6
2019,Azerbaijan,Spain,2
2019,Azerbaijan,Israel,0
2019,Azerbaijan,Belarus,6
2019,Azerbaijan,Germany,0
2019,Azerbaijan,United Kingdom,0
2021,Azerbaijan,Italy,10
2021,Azerbaijan,France,6
2021,Azerbaijan,Switzerland,4
2021,Azerbaijan,Iceland,0
2021,Azerbaijan,Ukraine,14
2021,Azerbaijan,Finland,5
2021,Azerbaijan,Malta,7
2021,Azerbaijan,Lithuania,0
2021,Azerbaijan,Russia,18
2021,Azerbaijan,Greece,10
2021,Azerbaijan,Bulgaria,1
2021,Azerbaijan,Portugal,2
2021,Azerbaijan,Moldova,9
2021,Azerbaijan,Sweden,5
2021,Azerbaijan,Serbia,0
2021,Azerbaijan,Cyprus,0
2021,Azerbaijan,Israel,12
2021,Azerbaijan,Norway,7
2021,Azerbaijan,Belgium,3
2021,Azerbaijan,Azerbaijan,0
2021,Azerbaijan,Albania,0
2021,Azerbaijan,San Marino,3
2021,Azerbaijan,Netherlands,0
2021,Azerbaijan,Spain,0
2021,Azerbaijan,Germany,0
2021,Azerbaijan,United Kingdom,0
2022,Azerbaijan,Ukraine,18
2022,Azerbaijan,United Kingdom,20
2022,Azerbaijan,Spain,15
2022,Azerbaijan,Sweden,12
2022,Azerbaijan,Serbia,6
2022,Azerbaijan,Italy,15
2022,Azerbaijan,Moldova,0
2022,Azerbaijan,Greece,6
2022,Azerbaijan,Portugal,7
2022,Azerbaijan,Norway,7
2022,Azerbaijan,Netherlands,4
2022,Azerbaijan,Poland,3
2022,Azerbaijan,Estonia,0
2022,Azerbaijan,Lithuania,0
2022,Azerbaijan,Australia,2
2022,Azerbaijan,Azerbaijan,0
2022,Azerbaijan,Switzerland,0
2022,Azerbaijan,Romania,0
2022,Azerbaijan,Belgium,0
2022,Azerbaijan,Armenia,0
2022,Azerbaijan,Finland,0
2022,Azerbaijan,Czech Republic,0
2022,Azerbaijan,Iceland,0
2022,Azerbaijan,France,1
2022,Azerbaijan,Germany,0
2023,Azerbaijan,Sweden,20
2023,Azerbaijan,Finland,11
2023,Azerbaijan,Israel,24
2023,Azerbaijan,Italy,10
2023,Azerbaijan,Norway,2
2023,Azerbaijan,Ukraine,9
2023,Azerbaijan,Belgium,0
2023,Azerbaijan,Estonia,1
2023,Azerbaijan,Australia,5
2023,Azerbaijan,Czech Republic,3
2023,Azerbaijan,Lithuania,0
2023,Azerbaijan,Cyprus,6
2023,Azerbaijan,Croatia,0
2023,Azerbaijan,Armenia,0
2023,Azerbaijan,Austria,0
2023,Azerbaijan,France,0
2023,Azerbaijan,Spain,7
2023,Azerbaijan,Moldova,0
2023,Azerbaijan,Poland,0
2023,Azerbaijan,Switzerland,5
2023,Azerbaijan,Slovenia,5
2023,Azerbaijan,Albania,8
2023,Azerbaijan,Portugal,0
2023,Azerbaijan,Serbia,0
2023,Azerbaijan,United Kingdom,0
2023,Azerbaijan,Germany,0
2009,Bosnia and Herzegovina,Norway,10
2009,Bosnia and Herzegovina,Iceland,0
2009,Bosnia and Herzegovina,Azerbaijan,3
2009,Bosnia and Herzegovina,Turkey,7
2009,Bosnia and Herzegovina,United Kingdom,4
2009,Bosnia and Herzegovina,Estonia,0
2009,Bosnia and Herzegovina,Greece,5
2009,Bosnia and Herzegovina,France,6
2009,Bosnia and Herzegovina,Bosnia and Herzegovina,0
2009,Bosnia and Herzegovina,Armenia,0
2009,Bosnia and Herzegovina,Russia,0
2009,Bosnia and Herzegovina,Ukraine,0
2009,Bosnia and Herzegovina,Denmark,0
2009,Bosnia and Herzegovina,Moldova,0
2009,Bosnia and Herzegovina,Portugal,1
2009,Bosnia and Herzegovina,Israel,8
2009,Bosnia and Herzegovina,Albania,0
2009,Bosnia and Herzegovina,Croatia,12
2009,Bosnia and Herzegovina,Romania,0
2009,Bosnia and Herzegovina,Germany,2
2009,Bosnia and Herzegovina,Sweden,0
2009,Bosnia and Herzegovina,Malta,0
2009,Bosnia and Herzegovina,Lithuania,0
2009,Bosnia and Herzegovina,Spain,0
2009,Bosnia and Herzegovina,Finland,0
2010,Bosnia and Herzegovina,Germany,8
2010,Bosnia and Herzegovina,Turkey,10
2010,Bosnia and Herzegovina,Romania,2
2010,Bosnia and Herzegovina,Denmark,0
2010,Bosnia and Herzegovina,Azerbaijan,7
2010,Bosnia and Herzegovina,Belgium,0
2010,Bosnia and Herzegovina,Armenia,0
2010,Bosnia and Herzegovina,Greece,6
2010,Bosnia and Herzegovina,Georgia,4
2010,Bosnia and Herzegovina,Ukraine,0
2010,Bosnia and Herzegovina,Russia,0
2010,Bosnia and Herzegovina,France,3
2010,Bosnia and Herzegovina,Serbia,12
2010,Bosnia and Herzegovina,Israel,1
2010,Bosnia and Herzegovina,Spain,0
2010,Bosnia and Herzegovina,Albania,5
2010,Bosnia and Herzegovina,Bosnia and Herzegovina,0
2010,Bosnia and Herzegovina,Portugal,0
2010,Bosnia and Herzegovina,Iceland,0
2010,Bosnia and Herzegovina,Norway,0
2010,Bosnia and Herzegovina,Cyprus,0
2010,Bosnia and Herzegovina,Moldova,0
2010,Bosnia and Herzegovina,Republic of Ireland,0
2010,Bosnia and Herzegovina,Belarus,0
2010,Bosnia and Herzegovina,United Kingdom,0
2011,Bosnia and Herzegovina,Azerbaijan,8
2011,Bosnia and Herzegovina,Italy,6
2011,Bosnia and Herzegovina,Sweden,5
2011,Bosnia and Herzegovina,Ukraine,0
2011,Bosnia and Herzegovina,Denmark,0
2011,Bosnia and Herzegovina,Bosnia and Herzegovina,0
2011,Bosnia and Herzegovina,Greece,0
2011,Bosnia and Herzegovina,Republic of Ireland,2
2011,Bosnia and Herzegovina,Georgia,0
2011,Bosnia and Herzegovina,Germany,3
2011,Bosnia and Herzegovina,United Kingdom,0
2011,Bosnia and Herzegovina,Moldova,0
2011,Bosnia and Herzegovina,Slovenia,12
2011,Bosnia and Herzegovina,Serbia,10
2011,Bosnia and Herzegovina,France,4
2011,Bosnia and Herzegovina,Russia,0
2011,Bosnia and Herzegovina,Romania,0
2011,Bosnia and Herzegovina,Austria,7
2011,Bosnia and Herzegovina,Lithuania,0
2011,Bosnia and Herzegovina,Iceland,1
2011,Bosnia and Herzegovina,Finland,0
2011,Bosnia and Herzegovina,Hungary,0
2011,Bosnia and Herzegovina,Spain,0
2011,Bosnia and Herzegovina,Estonia,0
2011,Bosnia and Herzegovina,Switzerland,0
2012,Bosnia and Herzegovina,Sweden,8
2012,Bosnia and Herzegovina,Russia,3
2012,Bosnia and Herzegovina,Serbia,10
2012,Bosnia and Herzegovina,Azerbaijan,7
2012,Bosnia and Herzegovina,Albania,6
2012,Bosnia and Herzegovina,Estonia,0
2012,Bosnia and Herzegovina,Turkey,4
2012,Bosnia and Herzegovina,Germany,0
2012,Bosnia and Herzegovina,Italy,0
2012,Bosnia and Herzegovina,Spain,5
2012,Bosnia and Herzegovina,Moldova,0
2012,Bosnia and Herzegovina,Romania,0
2012,Bosnia and Herzegovina,North Macedonia,12
2012,Bosnia and Herzegovina,Lithuania,0
2012,Bosnia and Herzegovina,Ukraine,0
2012,Bosnia and Herzegovina,Cyprus,0
2012,Bosnia and Herzegovina,Greece,1
2012,Bosnia and Herzegovina,Bosnia and Herzegovina,0
2012,Bosnia and Herzegovina,Republic of Ireland,0
2012,Bosnia and Herzegovina,Iceland,0
2012,Bosnia and Herzegovina,Malta,0
2012,Bosnia and Herzegovina,France,2
2012,Bosnia and Herzegovina,Denmark,0
2012,Bosnia and Herzegovina,Hungary,0
2012,Bosnia and Herzegovina,United Kingdom,0
2012,Bosnia and Herzegovina,Norway,0
2016,Bosnia and Herzegovina,Ukraine,19
2016,Bosnia and Herzegovina,Australia,13
2016,Bosnia and Herzegovina,Russia,11
2016,Bosnia and Herzegovina,Bulgaria,5
2016,Bosnia and Herzegovina,Sweden,0
2016,Bosnia and Herzegovina,France,11
2016,Bosnia and Herzegovina,Armenia,2
2016,Bosnia and Herzegovina,Poland,0
